股票代號,股票名稱,股數,持股權重,收盤價
2330,台積電,556000,7.5922,1765.0
8299,群聯,327000,5.1406,2020.0
2308,台達電,504000,4.6652,1150.0
2345,智邦,488000,4.4238,1125.0
3017,奇鋐,331000,4.2413,1630.0
3665,貿聯-KY,387000,3.9671,1260.0
6223,旺矽,175000,3.6815,2750.0
6515,穎崴,101000,3.5193,4425.0
2383,台光電,224000,3.4957,1950.0
2059,川湖,134000,3.1521,3020.0
7769,鴻勁,92000,2.6779,3705.0
8996,高力,412000,2.6727,809.0
3037,欣興,858000,2.5466,365.5
2360,致茂,313000,2.4662,974.0
3163,波若威,612000,2.294,472.0
2449,京元電子,932000,2.1175,280.5
3260,威剛,819000,2.0863,333.5
5347,世界,2101000,1.9608,113.5
5274,信驊,26000,1.9173,9130.0
6415,矽力*-KY,840000,1.8474,273.0
6442,光聖,124000,1.7643,1755.0
3324,雙鴻,226000,1.7548,1000.0
3661,世芯-KY,64000,1.6572,3245.0
6781,AES-KY,191000,1.6437,1150.0
2408,南亞科,718000,1.6203,275.0
4749,新應材,240000,1.5679,848.0
1519,華城,204000,1.5465,955.0
8358,金居,713000,1.4181,250.0
6669,緯穎,50000,1.4075,3610.0
8210,勤誠,165000,1.247,1085.0
2327,國巨*,595000,1.2153,258.0
2454,聯發科,85000,1.1704,1770.0
2486,一詮,1150000,1.1392,142.0
6274,台燿,238000,0.9777,520.0
5289,宜鼎,157000,0.9344,790.0
3529,力旺,71000,0.9314,1795.0
8021,尖點,509920,0.8308,209.0
3231,緯創,827000,0.8161,127.5
6531,愛普*,245000,0.7993,413.0
6805,富世達,55000,0.6416,1550.0
2317,鴻海,325000,0.5444,215.5
8046,南電,160000,0.5018,397.5
3443,創意,23000,0.4451,2340.0
3189,景碩,213000,0.4407,263.5
2368,金像電,60000,0.3658,760.0
6584,南俊國際,136000,0.3532,349.5
3653,健策,14000,0.333,3000.0
2344,華邦電,379000,0.3145,102.5
5439,高技,126000,0.2997,306.0
